ID	year	author	title	subgenre	genre	form	word_types	size	the	and	i	a	of	you	is	my	it	to_infinitive	in_preposition	not	to_preposition	will_verb	your	me	be	with	but	he	have	this	for_preposition	his	as	all	what	him	thou	are	that_relative	sir	shall	that_demonstrative	if	do	now	by_preposition	we_truePlural	thy	no_adjective	or	they	that_conjunction	she	good	at	thee	would	so_adverbDegree	come	then	am	here	o	how	was	there	her_adjective	them	let	from	more	their	our_truePlural	well	her_personalPronoun	on_preposition	must	may	man	for_conjunction	see	love	when	one	make	yet	which_relative	lord	ye	so_adverbManner	too	know	why	us_truePlural	were	can	should	had	an	than	such	out	upon_preposition	these	never	some	take	say	hath	go	where	like_preposition	up_adverb	did	most	much	give	tell	think	any	nor	mine	has	time	no_exclamation	own	nay	life	men	made	great	been	pray	cannot	thus	into	heart	ever	again	could	still	first	TRUE	away	very	art	both	before	king	nothing	though	lady	aye	hand	those	speak	father	death	look	done	hear	two	in_adverb	name	other	world	wife	only	way	long	so_conjunction	yes	fair	little	down	who_relative	sweet	myself	whose	doth	better	god	old	day	best	till	poore	on_adverb	sure	who_interrogative	being	hast	stand	hope	house	comes	since	without	many	against	faith	put	about	leaue	might	brother	friend	none
103	1626	Massinger_Philip	Roman_Actor	Tragedy	tragedy	unknown	3360	17834	3.3923965	3.0952115	2.2597287	1.5476058	2.1363688	1.659751	1.446675	1.4859258	1.6541438	2.074689	1.5924639	0.88034093	1.4410676	0.6280139	0.94762814	0.8074465	0.6784793	1.1438825	0.8130537	0.5607267	0.5775485	0.7233375	0.5943703	1.0149153	0.75137377	0.58876306	0.63922846	0.53269035	0.28036335	0.59997755	0.86351913	0.16821802	0.29157788	0.30839968	0.38129416	0.33082876	0.31961423	0.34765056	0.420545	0.39811596	0.34765056	0.70090836	0.25232702	0.52147585	0.26914883	0.15700348	0.26354155	0.26354155	0.30279243	0.2186834	0.07850174	0.20186162	0.31961423	0.16261074	0.117752604	0.19625434	0.26354155	0.20746888	0.34204328	0.19625434	0.2186834	0.3925087	0.29718515	0.26354155	0.2186834	0.08410901	0.31400695	0.37568688	0.2186834	0.2186834	0.14578894	0.15139621	0.16261074	0.123359874	0.33643603	0.20746888	0.2186834	0.31961423	0.34765056	0.07850174	0	0.13457441	0.16261074	0.16261074	0.050465405	0.23550521	0.26914883	0.31961423	0.22429068	0.17943254	0.22429068	0.23550521	0.20186162	0.14578894	0.25232702	0.15139621	0.20186162	0.10093081	0.14018168	0.10653807	0.15700348	0.033643603	0.07289447	0.10653807	0.12896714	0.117752604	0.07289447	0.13457441	0.13457441	0.011214534	0.12896714	0.10653807	0.18503982	0.08410901	0.022429068	0.10653807	0.08410901	0.09532354	0.10093081	0.22989795	0.10093081	0.10093081	0.13457441	0.050465405	0.011214534	0.15700348	0.08971627	0.06728721	0.028036335	0.11214534	0.10093081	0.22989795	0.117752604	0.061679937	0.06728721	0.016821802	0.005607267	0.03925087	0.03925087	0.061679937	0	0.028036335	0.23550521	0.005607267	0	0.050465405	0.07289447	0.050465405	0.061679937	0.19625434	0.09532354	0.08410901	0.10093081	0.016821802	0.061679937	0.05607267	0.044858135	0.08971627	0.033643603	0.08971627	0.061679937	0.08410901	0.03925087	0.07850174	0	0.06728721	0.08410901	0.06728721	0	0.14578894	0.08410901	0	0.044858135	0.033643603	0.016821802	0.044858135	0.028036335	0.07850174	0.05607267	0.07289447	0.033643603	0.050465405	0.24111249	0.028036335	0.07850174	0.05607267	0.016821802	0.033643603	0.09532354	0.05607267	0.005607267	0.10653807	0.016821802	0.07289447	0.016821802	0.13457441	0.06728721	0.022429068	0.011214534	0.033643603
104	1624	Massinger_Philip	Unnatural_Combat	Tragedy	tragedy	unknown	3474	18605	2.9561946	3.1550658	2.8433218	1.8328407	1.9457135	2.3058317	1.4243482	1.816716	1.5103467	1.7307175	1.6608438	0.9836066	1.3544745	0.7901102	1.2362268	1.3490998	0.7793604	1.3383499	1.0266057	0.6557377	0.6664875	0.8492341	0.60198873	0.7309863	0.8116098	0.5428648	0.5159903	0.47836602	0.26337007	0.6342381	0.6342381	0.39236763	0.29561946	0.36549315	0.41386724	0.35474336	0.33861864	0.36549315	0.33861864	0.24187046	0.37624294	0.5589895	0.29561946	0.45686644	0.26337007	0.12899758	0.30099437	0.25262025	0.27949476	0.23112066	0.13437249	0.26337007	0.25262025	0.16124697	0.13437249	0.20962107	0.21499597	0.25799516	0.32249394	0.16662188	0.19349638	0.52674013	0.31174415	0.24724537	0.25799516	0.118247785	0.34399354	0.37086806	0.37624294	0.32786885	0.085998386	0.12899758	0.10749798	0.11287288	0.28486967	0.18812147	0.23649557	0.34936845	0.42999193	0.13437249	0	0.13437249	0.23112066	0.16124697	0.09674819	0.11287288	0.23649557	0.27949476	0.25262025	0.26874498	0.15587208	0.20962107	0.17737168	0.11287288	0.15587208	0.18812147	0.23649557	0.10212308	0.16124697	0.09137329	0.123622686	0.032249395	0.10212308	0.13437249	0.20424616	0.118247785	0.17737168	0.24724537	0.14512227	0.042999193	0.123622686	0.09137329	0.24187046	0.11287288	0.07524859	0.10212308	0.05374899	0.19349638	0.123622686	0.09674819	0.080623485	0.13437249	0.080623485	0.12899758	0.10212308	0.09674819	0.06987369	0.037624296	0.048374094	0.15049718	0.05374899	0.15587208	0.06449879	0.080623485	0.05374899	0.021499597	0.032249395	0.06987369	0.06449879	0.037624296	0.021499597	0.048374094	0.18812147	0.042999193	0	0.032249395	0.09674819	0.06449879	0.22574577	0.085998386	0.085998386	0.085998386	0.085998386	0.037624296	0.05374899	0.09674819	0.080623485	0.06449879	0.016124697	0.118247785	0.09137329	0.06449879	0.021499597	0.07524859	0	0.05374899	0.048374094	0.026874496	0.05374899	0.118247785	0.021499597	0	0.032249395	0.010749798	0.026874496	0.05374899	0.06449879	0.048374094	0.05374899	0.12899758	0.037624296	0.06987369	0.16124697	0.021499597	0.10749798	0.09137329	0.042999193	0.032249395	0.123622686	0.085998386	0.037624296	0.10212308	0.016124697	0.06449879	0.032249395	0	0.080623485	0.016124697	0.080623485	0.032249395
105	1613	Middleton_Thomas	Chaste_Maid_in_Cheapside	comedy	comedy	unknown	2792	16926	2.6409075	2.0560086	3.355784	2.3277798	1.6010871	1.8728583	2.0737326	1.1343495	1.7487888	0.9393832	1.2170625	0.75623304	0.89211863	1.2052463	0.90984285	0.8980267	0.71487653	0.8507621	0.71487653	0.838946	0.9393832	0.64988774	0.82122177	0.44901335	0.53763443	0.75623304	0.7030604	0.51400214	0.48446178	0.42538106	0.48446178	1.2466029	0.37220845	0.56126666	0.38993266	0.3190358	0.66761196	0.37811652	0.36630037	0.13588563	0.42538106	0.28358737	0.40174878	0.11816141	0.7207846	0.3840246	0.45492142	0.2954035	0.2599551	0.30131158	0.37220845	0.33085194	0.31312773	0.35448423	0.4785537	0.42538106	0.34857616	0.4371972	0.3840246	0.25404704	0.24813896	0.27177125	0.17724212	0.18905826	0.19496633	0.2599551	0.44310528	0.106345266	0.3190358	0.18905826	0.2599551	0.08862106	0.24813896	0.18905826	0.20678246	0.25404704	0.2185986	0.18905826	0.15360983	0.005908071	0.041356493	0.21269053	0.30131158	0.14179368	0.19496633	0.24223089	0.20678246	0.33676	0.11816141	0.24223089	0.1595179	0.100437194	0.15360983	0.24813896	0.09452913	0.14179368	0.3190358	0.23041475	0.19496633	0.15360983	0.082712986	0.21269053	0.11816141	0.21269053	0.27177125	0.07089684	0.07680491	0.08862106	0.13588563	0.14179368	0.15360983	0.100437194	0.082712986	0.09452913	0.2185986	0.19496633	0.053172633	0.11225334	0.100437194	0.17133404	0.023632282	0.12406948	0.082712986	0.14179368	0.106345266	0.12997755	0.06498878	0.08862106	0.19496633	0.15360983	0.11225334	0.07089684	0.13588563	0.07680491	0.08862106	0.06498878	0.053172633	0.07680491	0.13588563	0.11816141	0	0.18905826	0.047264565	0.047264565	0.08862106	0.06498878	0.06498878	0.082712986	0.07680491	0.12406948	0.16542597	0.106345266	0.09452913	0.18905826	0.12997755	0.059080705	0.047264565	0.041356493	0.32494387	0.059080705	0.106345266	0.082712986	0.053172633	0.08862106	0.047264565	0.08862106	0.09452913	0.029540353	0.28949544	0.053172633	0.01772421	0.023632282	0.06498878	0	0.029540353	0.082712986	0.03544842	0.07680491	0.082712986	0.041356493	0.07680491	0.041356493	0.059080705	0.082712986	0.08862106	0.07680491	0.106345266	0.106345266	0.047264565	0.047264565	0.053172633	0.01772421	0.33085194	0.06498878	0.12406948	0.07089684	0.059080705	0.11225334	0.023632282	0.07089684
106	1624	Middleton_Thomas	Game_at_Chess	Political_satire	history	unknown	3712	17301	4.3465695	2.323565	2.4622855	1.9709843	2.7975261	1.7686839	1.6415236	1.1733426	1.3872031	1.2600428	1.375643	0.62424135	0.9826022	0.7167216	0.76874167	0.7167216	0.6415814	0.7803017	0.6011213	0.4161609	0.76874167	0.82654184	1.0288422	0.462401	0.456621	0.84388185	0.456621	0.4103809	0.28900063	0.4046009	0.6300214	0.5086411	0.25432056	0.94214207	0.3294607	0.16762038	0.43350095	0.5837813	0.28322062	0.1791804	0.3179007	0.29478064	0.30634066	0.12138027	0.1791804	0.13294029	0.33524075	0.2774406	0.3525808	0.3583608	0.12138027	0.3525808	0.2716606	0.16184035	0.18496041	0.34102076	0.34102076	0.42194092	0.26010057	0.24276054	0.20808046	0.3641408	0.3179007	0.3583608	0.34102076	0.19074042	0.1791804	0.21964048	0.23698053	0.20808046	0.13294029	0.092480205	0.2774406	0.10982024	0.18496041	0.26588058	0.2774406	0.2312005	0.28322062	0.005780013	0	0.10982024	0.26010057	0.16762038	0.12138027	0.1387203	0.17340039	0.23698053	0.15606034	0.12716028	0.16762038	0.16762038	0.080920175	0.1791804	0.2716606	0.080920175	0.20808046	0.28322062	0.16184035	0.046240102	0.023120051	0.023120051	0.12716028	0.1791804	0.16762038	0.057800125	0.33524075	0.11560025	0.07514016	0.046240102	0.10404023	0.15606034	0.06358014	0.10404023	0.24854055	0.16184035	0.017340038	0.15028033	0	0.092480205	0.06358014	0.13294029	0.1387203	0.12138027	0.005780013	0.10404023	0.017340038	0.16184035	0.09826022	0.25432056	0.13294029	0.10404023	0.080920175	0.15028033	0.06936015	0	0.052020114	0.07514016	0.11560025	0.06358014	0.046240102	0.046240102	0.046240102	0	0.057800125	0.034680076	0.15606034	0.052020114	0.046240102	0.046240102	0.12716028	0.06358014	0.040460087	0	0.1387203	0.10404023	0.046240102	0.052020114	0.028900063	0	0	0.080920175	0.034680076	0.080920175	0.09826022	0	0.057800125	0.057800125	0	0.040460087	0.09826022	0	0.046240102	0	0	0	0.057800125	0.07514016	0.040460087	0.08670019	0.08670019	0.023120051	0.040460087	0.052020114	0.07514016	0.057800125	0.31212068	0.080920175	0.06358014	0.023120051	0.057800125	0	0.005780013	0.06936015	0.057800125	0.034680076	0.028900063	0.005780013	0	0.046240102
107	1618	Middleton_Thomas	Hengist	History	history	unknown	3691	21420	2.8104575	2.1615312	2.8944912	2.264239	2.054155	1.9374416	2.0915034	1.6666666	1.9281045	1.3445379	1.363212	0.9897292	1.0130719	1.1064426	1.1437908	0.95238096	0.8450047	0.73295987	0.8590103	0.54155	0.7749767	0.6862745	0.7656396	0.41549954	0.67693746	0.79831934	0.60690945	0.37815127	0.22875817	0.56489265	0.5882353	0.5135388	0.36414567	0.751634	0.40616247	0.2987862	0.6302521	0.3127918	0.46218488	0.2847806	0.40149394	0.27544352	0.47619048	0.2194211	0.23809524	0.2987862	0.33613446	0.34547153	0.30812326	0.410831	0.18674137	0.30812326	0.30812326	0.3548086	0.29411766	0.25210086	0.2987862	0.40149394	0.26143792	0.31746033	0.15406163	0.340803	0.22408964	0.27544352	0.3127918	0.25210086	0.21008404	0.21008404	0.23809524	0.22408964	0.28011206	0.11204482	0.2474323	0.2054155	0.25210086	0.2567694	0.2474323	0.22408964	0.270775	0.72829133	0	0.2054155	0.27544352	0.2194211	0.1633987	0.1633987	0.17273577	0.25210086	0.19607843	0.13071896	0.18207283	0.16806723	0.18674137	0.2194211	0.1774043	0.13071896	0.33613446	0.17273577	0.26610646	0.13071896	0.009337069	0.10270775	0.11671335	0.1493931	0.21475257	0.028011205	0.15873016	0.1633987	0.17273577	0.051353876	0.09337068	0.09337068	0.08870215	0.22875817	0.2054155	0.1493931	0.028011205	0.2194211	0.07936508	0.12138189	0.13071896	0.09803922	0.028011205	0.107376285	0.051353876	0.15873016	0.042016808	0.16806723	0.03267974	0.12605043	0.16806723	0.11671335	0.12605043	0.1914099	0.09803922	0.09803922	0.042016808	0.042016808	0.084033616	0.11204482	0.1914099	0.12605043	0.12605043	0	0.03267974	0.060690943	0.09803922	0.070028014	0.02334267	0.084033616	0.12605043	0.051353876	0.06535948	0.060690943	0.060690943	0.084033616	0.09803922	0.070028014	0.042016808	0.09337068	0.15406163	0.107376285	0.060690943	0.03267974	0.08870215	0.04668534	0.037348274	0.09337068	0.004668534	0.084033616	0.084033616	0	0.084033616	0	0.028011205	0.05602241	0.09337068	0.051353876	0.084033616	0.05602241	0.09337068	0.014005602	0.042016808	0.037348274	0.051353876	0.07936508	0.03267974	0.10270775	0.070028014	0.11204482	0.07469655	0.060690943	0.08870215	0.070028014	0.051353876	0.09803922	0.014005602	0.028011205	0.04668534	0.051353876
108	1605	Middleton_Thomas	Mad_World	comedy	comedy	mixed	3137	18363	2.4941459	2.1674018	3.1911998	2.4560256	1.6500572	2.0203671	1.8134292	1.6555029	1.6500572	1.0074607	1.0782552	0.8440887	0.7950771	0.9856777	1.061918	1.0292436	0.6643795	0.6044764	0.7188368	0.64804226	0.9039917	0.48467025	0.82230574	0.59358495	0.4247672	0.6643795	0.56635624	0.41387573	0.2613952	0.57724774	0.38664708	1.5139139	0.3104068	0.9312204	0.3104068	0.28317812	0.5500191	0.3594184	0.36486414	0.28317812	0.326744	0.22327507	0.5391276	0.1470348	0.5445733	0.4247672	0.37030986	0.245058	0.28317812	0.29951534	0.46833307	0.245058	0.34852692	0.31585252	0.34852692	0.40298426	0.2940696	0.47922453	0.46833307	0.39753854	0.1960464	0.19060066	0.19060066	0.25594947	0.2287208	0.326744	0.5227904	0.15792626	0.14158906	0.15792626	0.2123836	0.15792626	0.23416653	0.15792626	0.28862387	0.28317812	0.22327507	0.1960464	0.14158906	0.35397267	0.021782933	0.1797092	0.1470348	0.25050372	0.3594184	0.1306976	0.20693786	0.20693786	0.21782933	0.16881773	0.22327507	0.108914666	0.14158906	0.1306976	0.29951534	0.0980232	0.25594947	0.20149213	0.13614333	0.15248053	0.010891466	0.163372	0.163372	0.1143604	0.13614333	0.108914666	0.13614333	0.19060066	0.1797092	0.11980613	0.0980232	0.0653488	0.108914666	0.092577465	0.33763546	0.18515493	0.12525186	0.13614333	0.16881773	0.1143604	0.076240264	0.0980232	0.076240264	0.14158906	0.1306976	0.12525186	0.021782933	0.15248053	0.043565866	0.11980613	0.1143604	0.108914666	0.1143604	0.0653488	0.14158906	0.15792626	0.108914666	0.1143604	0.1143604	0.12525186	0	0.12525186	0.08713173	0.1797092	0.12525186	0.10346893	0.059903067	0.076240264	0.005445733	0.027228666	0.076240264	0.1143604	0.08713173	0.092577465	0.1306976	0.08713173	0.038120132	0.0326744	0.15792626	0.12525186	0.0490116	0.081686	0.10346893	0.054457333	0.038120132	0.0653488	0.08713173	0.0326744	0.076240264	0.0980232	0.07079453	0.005445733	0.092577465	0	0.081686	0.021782933	0.108914666	0.076240264	0.038120132	0.043565866	0.10346893	0.076240264	0.0490116	0.043565866	0.043565866	0.054457333	0.108914666	0.076240264	0.0490116	0.076240264	0.076240264	0.054457333	0.15248053	0.12525186	0.0980232	0.081686	0.038120132	0	0.07079453	0.08713173
109	1604	Middleton_Thomas	Michaelmas_Term	comedy	comedy	unknown	3178	19887	2.534319	2.0666766	3.404234	2.3834665	1.4280686	2.8108814	1.8102278	1.3777845	1.6593754	1.3275003	1.1816765	1.1364207	0.8850002	1.0559663	0.869915	1.0257957	0.97551167	0.47267058	0.82465935	0.955398	1.0961936	0.51289785	0.9101423	0.7090059	0.477699	0.563182	0.588324	0.75426155	0.20113643	0.58329564	0.5078695	0.8196309	0.36707395	0.7190627	0.39724442	0.45758536	0.6235229	0.2866194	0.48775584	0.16090913	0.37713078	0.29164782	0.34696034	0.23130688	0.32181826	0.4223865	0.39221603	0.17599437	0.35701716	0.3318751	0.26147735	0.3268467	0.34696034	0.3419319	0.32181826	0.31678987	0.27656257	0.31176144	0.20616484	0.27153417	0.281591	0.20113643	0.2413637	0.18102278	0.25644892	0.30170465	0.2413637	0.11062503	0.26650575	0.24639212	0.29164782	0.15588072	0.21622165	0.11062503	0.21622165	0.22125006	0.2413637	0.24639212	0.13576709	0.0955398	0.025142053	0.29164782	0.17599437	0.3871876	0.32181826	0.25142053	0.11565344	0.20616484	0.27153417	0.17096595	0.21119325	0.14582391	0.22125006	0.25142053	0.29164782	0.07542616	0.21119325	0.19610801	0.1910796	0.19610801	0.015085232	0.15085232	0.17599437	0.1407955	0.22125006	0.13073868	0.15085232	0.10056821	0.13073868	0.16090913	0.18102278	0.11565344	0.045255695	0.12068185	0.2413637	0.15588072	0.12068185	0.1407955	0.15085232	0.06536934	0.105596624	0.08548298	0.07542616	0.0955398	0.105596624	0.0955398	0.035198875	0.13073868	0.045255695	0.040227283	0.15588072	0.050284106	0.08548298	0.1407955	0.11565344	0.105596624	0.09051139	0.050284106	0.12068185	0.105596624	0	0.055312514	0.07039775	0.025142053	0.060340926	0.060340926	0.13576709	0.040227283	0.11062503	0.050284106	0.080454566	0.06536934	0.12571026	0.13576709	0.080454566	0.12068185	0.07542616	0.050284106	0.16593754	0.12571026	0.030170463	0.105596624	0.07039775	0.035198875	0.060340926	0.16090913	0.055312514	0.030170463	0.040227283	0.10056821	0.055312514	0.00502841	0.07039775	0	0.020113641	0.050284106	0.06536934	0.06536934	0.105596624	0.025142053	0.030170463	0.060340926	0.06536934	0.010056821	0.06536934	0.13576709	0.105596624	0.09051139	0.09051139	0.050284106	0.07039775	0.040227283	0.10056821	0.06536934	0.11062503	0.11062503	0.07039775	0.00502841	0.010056821	0.035198875
110	1614	Middleton_Thomas	More_Dissemblers_Besides_Women	comedy	comedy	unknown	2998	19358	2.5932431	2.185143	2.9548507	2.303957	2.0198367	2.0973241	1.9475152	1.5290836	1.6117368	1.3017874	1.3586115	0.86785823	1.1158178	0.83169746	0.89368737	0.98667216	0.82653165	0.73871267	0.7645418	0.7903709	0.68188864	0.5682405	0.904019	0.6767228	0.7232152	0.6973861	0.5217481	0.58373797	0.29961774	0.495919	0.6767228	0.77487344	0.39776838	0.6457279	0.46492407	0.29961774	0.5165823	0.37193924	0.32028103	0.23246203	0.48042154	0.32028103	0.2686228	0.16530633	0.5527431	0.29961774	0.30478355	0.27895445	0.30994937	0.43392912	0.30478355	0.2944519	0.32028103	0.2737886	0.34611014	0.2531253	0.30994937	0.39776838	0.4545924	0.21179874	0.12397975	0.28412026	0.30478355	0.12397975	0.15497468	0.2479595	0.36677343	0.15497468	0.20663291	0.22213039	0.2944519	0.1343114	0.17563798	0.44426078	0.2737886	0.32028103	0.2272962	0.2737886	0.1343114	0.118813924	0	0.20663291	0.26345697	0.24279368	0.103316456	0.051658228	0.1808038	0.34094432	0.18596962	0.23762785	0.20663291	0.28412026	0.16014051	0.2014671	0.25829116	0.03616076	0.35127595	0.17563798	0.20663291	0.103316456	0.005165823	0.118813924	0.07748734	0.17563798	0.18596962	0.05682405	0.15497468	0.19113545	0.12914558	0.051658228	0.118813924	0.103316456	0.041326582	0.10848228	0.28928608	0.22213039	0.051658228	0.12397975	0.14464304	0.12914558	0.07232152	0.09298481	0.118813924	0.09815063	0.041326582	0.12914558	0.046492405	0.12397975	0.19113545	0.17047216	0.061989874	0.2014671	0.0671557	0.1343114	0.103316456	0.10848228	0.046492405	0.0671557	0.082653165	0.082653165	0	0.09298481	0.07232152	0.05682405	0.046492405	0.03616076	0.09815063	0.08781899	0.061989874	0.07232152	0.103316456	0.082653165	0.07232152	0.07748734	0.08781899	0.09815063	0.061989874	0.041326582	0.015497468	0.08781899	0.08781899	0.08781899	0.030994937	0.061989874	0.08781899	0.1136481	0.030994937	0.03616076	0.07748734	0.07232152	0.03616076	0	0.09298481	0	0.051658228	0.030994937	0.051658228	0.061989874	0	0.05682405	0.09298481	0.046492405	0.03616076	0.020663291	0.041326582	0.07232152	0.03616076	0.08781899	0.05682405	0.07232152	0.1343114	0.046492405	0.1343114	0.07748734	0.07748734	0	0.041326582	0	0.05682405	0.061989874
111	1622	Middleton_Thomas	Nice_Valour	comedy	comedy	verse	2700	14890	2.4311619	2.1625252	3.2370718	2.5654802	1.5379449	1.9811954	2.1222296	1.2021492	2.4848893	1.1215581	1.0678308	1.0006716	0.8529214	0.79247814	0.81262594	1.0946944	0.87306917	0.5775688	0.9603761	1.1551377	0.91336465	0.65815985	0.9805238	0.7588986	0.6380121	0.65815985	0.5171256	0.6178643	0.32907993	0.4768301	0.59771657	1.5916723	0.40967092	0.7320349	0.40967092	0.19476159	0.49697784	0.2753526	0.26863667	0.23505709	0.45668232	0.33579585	0.33579585	0.17461383	0.13431834	0.2820685	0.2820685	0.22834116	0.4432505	0.5574211	0.29550034	0.34251174	0.42310277	0.26863667	0.39623907	0.39623907	0.41638684	0.5238415	0.107454665	0.22834116	0.25520483	0.29550034	0.3626595	0.13431834	0.18804567	0.24848892	0.120886505	0.20819342	0.22834116	0.24177301	0.30221626	0.2887844	0.23505709	0.2820685	0.16789792	0.43653458	0.26863667	0.2887844	0.30893216	0.25520483	0.013431833	0.18804567	0.3559436	0.2014775	0.20819342	0.11417058	0.22162525	0.26863667	0.16789792	0.21490933	0.17461383	0.26192075	0.15446608	0.2014775	0.322364	0.09402283	0.45668232	0.09402283	0.20819342	0.14775017	0	0.11417058	0.11417058	0.12760241	0.11417058	0.09402283	0.2014775	0.2820685	0.14775017	0.053727333	0.14103425	0.13431834	0.14775017	0.060443252	0.2753526	0.14103425	0.08730692	0.10073875	0.12760241	0.09402283	0.073875085	0.08730692	0.107454665	0.13431834	0.107454665	0.120886505	0.026863666	0.10073875	0.060443252	0.22162525	0.18804567	0.06715917	0.09402283	0.12760241	0.033579584	0.09402283	0.120886505	0.060443252	0.08730692	0.09402283	0	0.14775017	0.08730692	0.13431834	0.060443252	0.08730692	0.06715917	0.10073875	0.02014775	0.060443252	0.09402283	0.06715917	0.10073875	0.053727333	0.047011416	0.08730692	0.060443252	0.0402955	0.0402955	0.11417058	0.06715917	0.107454665	0.047011416	0.10073875	0.08730692	0.107454665	0.06715917	0.026863666	0.080591	0.060443252	0.047011416	0	0.09402283	0.006715917	0.02014775	0.0402955	0.060443252	0.0402955	0.080591	0.047011416	0.060443252	0.080591	0.0402955	0.033579584	0.026863666	0.053727333	0.02014775	0.11417058	0.080591	0.08730692	0.073875085	0.0402955	0.026863666	0.09402283	0.060443252	0	0.06715917	0.19476159	0.033579584	0.060443252
112	1611	Middleton_Thomas	No_Wit_no_Help_Like_a_Womans	comedy	comedy	unknown	3476	26189	2.9478025	2.2643094	3.0088968	2.2643094	1.6648211	2.6117835	1.722097	1.5349956	1.7946466	1.1722479	1.3211653	0.778953	0.95459926	0.8705945	1.00042	0.95841765	0.72931385	0.73313224	0.7484058	0.7904082	0.7140402	0.72931385	0.9011417	0.46202603	0.5345756	0.6529459	0.5116652	0.32838213	0.16419107	0.57657796	0.47729963	1.4586277	0.43529725	0.80568177	0.3742029	0.2558326	0.72931385	0.30165336	0.29401657	0.21764863	0.46202603	0.17946467	0.27492458	0.24819581	0.33601895	0.3551109	0.3703845	0.2672878	0.28637978	0.40856847	0.30165336	0.36274773	0.32074535	0.3971133	0.31310856	0.46966285	0.34747413	0.47348124	0.33601895	0.24055901	0.21383023	0.20237504	0.29783496	0.16037267	0.22528543	0.2520142	0.4123869	0.16419107	0.19855665	0.31692696	0.16800947	0.15655428	0.21001184	0.27110618	0.23292223	0.32074535	0.2443774	0.259651	0.1260071	0.019091984	0.034365572	0.259651	0.259651	0.17564626	0.19091985	0.14509909	0.20237504	0.259651	0.29019818	0.30165336	0.22910382	0.10691512	0.18328306	0.2634694	0.15273587	0.1336439	0.27492458	0.22910382	0.21764863	0.11455191	0.019091984	0.16800947	0.09164153	0.17564626	0.16800947	0.09164153	0.11073352	0.19091985	0.1298255	0.08400474	0.1298255	0.08400474	0.068731144	0.15273587	0.23292223	0.19855665	0.09927832	0.1221887	0.1298255	0.10309672	0.04200237	0.09927832	0.04200237	0.11837031	0.16800947	0.08782313	0.06491275	0.11073352	0.16800947	0.10691512	0.1260071	0.1221887	0.1221887	0.1221887	0.07636794	0.08400474	0.034365572	0.03818397	0.17946467	0.10309672	0	0.08400474	0.11837031	0.07636794	0.04963916	0.072549544	0.11073352	0.068731144	0.04963916	0.034365572	0.09927832	0.030547176	0.08782313	0.11837031	0.09545992	0.04200237	0.06491275	0.09164153	0.1260071	0.057275955	0.09927832	0.1260071	0.09545992	0.045820765	0.068731144	0.08782313	0.06109435	0.030547176	0.13746229	0.068731144	0.030547176	0.003818397	0.09927832	0	0.10691512	0.1298255	0.08782313	0.072549544	0	0.07636794	0.07636794	0.06491275	0.04200237	0.034365572	0.045820765	0.04200237	0.11455191	0.06491275	0.1221887	0.04963916	0.06491275	0.068731144	0.17564626	0.08018634	0.09545992	0	0.045820765	0.06491275	0.05345756	0.072549544
